,content,tags,question
900,The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Who manufactures the EPIQ 7 ultrasound system?
901,The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Is the EPIQ 7 ultrasound system a product of Philips?
902,The EPIQ 7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'EPIQ 7'})",Which company makes the EPIQ 7 transducer?
903,"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",What Philips probes are compatible with the Philips EPIQ 7 ultrasound system?
904,"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Is the Philips EPIQ 7 ultrasound system compatible with the C9-3v probe?
905,"The Philips EPIQ 7 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'EPIQ 7', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Does the Philips EPIQ 7 ultrasound system work with the L12-3 probe?
906,The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Who makes the CX50 ultrasound system?
907,The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Is the CX50 ultrasound system a Philips product?
908,The CX50 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'CX50', 'Philips', 'systems'})",Does Philips manufacture the CX50 ultrasound system?
909,"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",What Philips probes are compatible with the Philips CX50 ultrasound system?
910,"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Is the Philips CX50 ultrasound system compatible with the L12-3 probe?
911,"The Philips CX50 ultrasound system is compatible with the following Philips probes: C5-1, C9-3v, L12-3, S4-2.","frozenset({'systems', 'CX50', 'compatibility', 'C5-1, C9-3v, L12-3, S4-2', 'Philips'})",Does the Philips CX50 system support the C9-3v transducer?
912,The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Who makes the Affiniti 70 ultrasound system?
913,The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Is the Affiniti 70 a Philips product?
914,The Affiniti 70 ultrasound system is made by Philips.,"frozenset({'Affiniti 70', 'manufacturer', 'Philips', 'systems'})",Does Philips manufacture the Affiniti 70 ultrasound system?
915,"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",What Philips probes are compatible with the Affiniti 70 ultrasound system?
916,"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",Is the C5-1 probe compatible with the Affiniti 70 system?
917,"The Philips Affiniti 70 ultrasound system is compatible with the following Philips probes: C5-1, L12-3, S4-2.","frozenset({'Affiniti 70', 'systems', 'C5-1, L12-3, S4-2', 'compatibility', 'Philips'})",Can you use the L12-3 probe on the Philips Affiniti 70 ultrasound system?
918,The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Who manufactures the iU22 ultrasound system?
919,The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Is the iU22 ultrasound system made by Philips?
920,The iU22 ultrasound system is made by Philips.,"frozenset({'iU22', 'manufacturer', 'Philips', 'systems'})",Does Philips make the iU22 ultrasound system?
921,"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",What Philips ultrasound probes is the iU22 system compatible with?
922,"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",Is the iU22 system compatible with the C8-5 probe?
923,"The Philips iU22 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, L15-7io, L17-5, S4-1, S4-2', 'systems', 'Philips', 'compatibility', 'iU22'})",Which Philips probes does the iU22 system support?
924,The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Who makes the iE33 ultrasound system?
925,The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Is the iE33 ultrasound system a Philips product?
926,The iE33 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'iE33'})",Does Philips manufacture the iE33 ultrasound system?
927,"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","What Philips ultrasound system(s) is/are compatible with the C5-1, C8-5, L12-3, S4-1, and S4-2 probes?"
928,"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","Are the C5-1, C8-5, L12-3, S4-1, and S4-2 probes compatible with any other ultrasound systems besides those made by Philips?"
929,"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","What types of probes (e.g., cardiac, vascular) are listed among the ones compatible with the Philips iE33 ultrasound system?"
930,The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Who makes the HD11 ultrasound system?
931,The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Is the HD11 ultrasound system a product of Philips?
932,The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Does Philips manufacture the HD11 ultrasound system?
933,"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",What Philips probes are compatible with the Philips HD11 ultrasound system?
934,"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",Does the Philips HD11 system support the C5-2 probe?
935,"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",Is the L12-3 probe compatible with the Philips HD11 system?
936,The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",Who makes the HD11 XE ultrasound system?
937,The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",Is the HD11 XE ultrasound system a product of Philips?
938,The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",What company manufactures the HD11 XE ultrasound system?
939,"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",What Philips ultrasound probes are compatible with the HD11 XE system?
940,"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",Does the HD11 XE system work with the C5-2 probe?
941,"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",Is the L12-3 probe compatible with the Philips HD11 XE ultrasound system?
942,The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",Who makes the HD15 ultrasound system?
943,The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",Is the HD15 ultrasound system made by Philips?
944,The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",What company manufactures the HD15 ultrasound system?
945,"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Which Philips probes are compatible with the Philips HD15 ultrasound system?
946,"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Is the Philips C8-4v probe compatible with the Philips HD15 system?
947,"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Does the Philips HD15 ultrasound system support multiple types of probes?
948,The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",Who makes the CX30 ultrasound system?
949,The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",Is the CX30 ultrasound system a Philips product?
950,The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",What company manufactures the CX30 ultrasound system?
951,The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",Which Philips probes are compatible with the Philips CX30 ultrasound system?
952,The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",Can you use the Philips CX30 system with the Philips [insert probe name]?
953,The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",What types of probes is the Philips CX30 ultrasound system designed to work with?
954,The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Who makes the HD7 ultrasound system?
955,The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Is the HD7 ultrasound system made by Philips?
956,The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Does Philips manufacture the HD7 ultrasound system?
957,The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Which Philips probes are compatible with the Philips HD7 ultrasound system?
958,The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Can you use the Philips HD7 ultrasound system with the C8-5 probe?
959,The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Does the Philips HD7 support the C8-5 transducer?
960,The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Who makes the HD9 ultrasound system?
961,The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Is the HD9 ultrasound system a Philips product?
962,The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Does Philips manufacture the HD9 ultrasound system?
963,"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Which Philips ultrasound probes are compatible with the Philips HD9 system?
964,"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Does the Philips HD9 system work with the Philips S4-2 probe?
965,"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Is the C8-5 probe compatible with the Philips HD9 ultrasound system?
966,The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",Who makes the S1000 ultrasound system?
967,The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",Is the S1000 ultrasound system manufactured by Siemens Acuson?
968,The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",What company produces the S1000 ultrasound system?
969,"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})",Which Siemens Acuson probes are compatible with the Siemens Acuson S1000 ultrasound system?
970,"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})",Are the 10V4 and 9EVF4 probes compatible with the Siemens Acuson S1000 system?
971,"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})","Does the Siemens Acuson S1000 system support only these two specified probes, the 10V4 and 9EVF4?"
972,The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",Who makes the S2000 ultrasound system?
973,The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",Is the S2000 ultrasound system made by Siemens Acuson?
974,The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",What company produces the S2000 ultrasound system?
975,"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",What Siemens Acuson probes are compatible with the Siemens Acuson S2000 ultrasound system?
976,"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",Does the Siemens Acuson S2000 system work with the 10V4 probe?
977,"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",Is the 9EVF4 transducer supported by the Siemens Acuson S2000 ultrasound system?
978,The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",Who makes the S3000 ultrasound system?
979,The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",Is the S3000 ultrasound system a product of Siemens Acuson?
980,The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",What company manufactures the S3000 ultrasound system?
981,"The Siemens Acuson S3000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'S3000', 'systems', 'Siemens Acuson', 'compatibility'})",What Siemens Acuson probes are compatible with the Siemens Acuson S3000 ultrasound system?
