content,tags,question,score
"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","Are the C5-1, C8-5, L12-3, S4-1, and S4-2 probes compatible with any other ultrasound systems besides those made by Philips?",0
"The Philips iE33 ultrasound system is compatible with the following Philips probes: C5-1, C8-5, L12-3, S4-1, S4-2.","frozenset({'C5-1, C8-5, L12-3, S4-1, S4-2', 'systems', 'compatibility', 'Philips', 'iE33'})","What types of probes (e.g., cardiac, vascular) are listed among the ones compatible with the Philips iE33 ultrasound system?",1
The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Who makes the HD11 ultrasound system?,1
The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Is the HD11 ultrasound system a product of Philips?,1
The HD11 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11'})",Does Philips manufacture the HD11 ultrasound system?,1
"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",What Philips probes are compatible with the Philips HD11 ultrasound system?,1
"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",Does the Philips HD11 system support the C5-2 probe?,1
"The Philips HD11 ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, L12-3, S4-1.","frozenset({'HD11', 'systems', 'C5-2, C8-4v, L12-3, S4-1', 'compatibility', 'Philips'})",Is the L12-3 probe compatible with the Philips HD11 system?,1
The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",Who makes the HD11 XE ultrasound system?,1
The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",Is the HD11 XE ultrasound system a product of Philips?,1
The HD11 XE ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD11 XE'})",What company manufactures the HD11 XE ultrasound system?,1
"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",What Philips ultrasound probes are compatible with the HD11 XE system?,1
"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",Does the HD11 XE system work with the C5-2 probe?,1
"The Philips HD11 XE ultrasound system is compatible with the following Philips probes: C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2.","frozenset({'systems', 'C5-2, C8-4v, C8-5, L12-3, S4-1, S4-2', 'compatibility', 'Philips', 'HD11 XE'})",Is the L12-3 probe compatible with the Philips HD11 XE ultrasound system?,1
The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",Who makes the HD15 ultrasound system?,1
The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",Is the HD15 ultrasound system made by Philips?,1
The HD15 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'systems', 'Philips', 'HD15'})",What company manufactures the HD15 ultrasound system?,1
"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Which Philips probes are compatible with the Philips HD15 ultrasound system?,1
"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Is the Philips C8-4v probe compatible with the Philips HD15 system?,1
"The Philips HD15 ultrasound system is compatible with the following Philips probes: C8-4v, C8-5, L12-3, S4-2.","frozenset({'C8-4v, C8-5, L12-3, S4-2', 'systems', 'compatibility', 'HD15', 'Philips'})",Does the Philips HD15 ultrasound system support multiple types of probes?,1
The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",Who makes the CX30 ultrasound system?,1
The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",Is the CX30 ultrasound system a Philips product?,1
The CX30 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'CX30'})",What company manufactures the CX30 ultrasound system?,1
The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",Which Philips probes are compatible with the Philips CX30 ultrasound system?,1
The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",Can you use the Philips CX30 system with the Philips [insert probe name]?,1
The Philips CX30 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'compatibility', 'CX30', 'Philips'})",What types of probes is the Philips CX30 ultrasound system designed to work with?,1
The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Who makes the HD7 ultrasound system?,1
The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Is the HD7 ultrasound system made by Philips?,1
The HD7 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'HD7', 'Philips', 'systems'})",Does Philips manufacture the HD7 ultrasound system?,1
The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Which Philips probes are compatible with the Philips HD7 ultrasound system?,1
The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Can you use the Philips HD7 ultrasound system with the C8-5 probe?,1
The Philips HD7 ultrasound system is compatible with the following Philips probes: C8-5.,"frozenset({'systems', 'C8-5', 'HD7', 'compatibility', 'Philips'})",Does the Philips HD7 support the C8-5 transducer?,1
The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Who makes the HD9 ultrasound system?,1
The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Is the HD9 ultrasound system a Philips product?,1
The HD9 ultrasound system is made by Philips.,"frozenset({'manufacturer', 'Philips', 'systems', 'HD9'})",Does Philips manufacture the HD9 ultrasound system?,1
"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Which Philips ultrasound probes are compatible with the Philips HD9 system?,1
"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Does the Philips HD9 system work with the Philips S4-2 probe?,1
"The Philips HD9 ultrasound system is compatible with the following Philips probes: C8-5, S4-2.","frozenset({'systems', 'C8-5, S4-2', 'HD9', 'compatibility', 'Philips'})",Is the C8-5 probe compatible with the Philips HD9 ultrasound system?,1
The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",Who makes the S1000 ultrasound system?,1
The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",Is the S1000 ultrasound system manufactured by Siemens Acuson?,1
The S1000 ultrasound system is made by Siemens Acuson.,"frozenset({'S1000', 'manufacturer', 'systems', 'Siemens Acuson'})",What company produces the S1000 ultrasound system?,1
"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})",Which Siemens Acuson probes are compatible with the Siemens Acuson S1000 ultrasound system?,1
"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})",Are the 10V4 and 9EVF4 probes compatible with the Siemens Acuson S1000 system?,1
"The Siemens Acuson S1000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'S1000', '10V4, 9EVF4', 'systems', 'Siemens Acuson', 'compatibility'})","Does the Siemens Acuson S1000 system support only these two specified probes, the 10V4 and 9EVF4?",1
The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",Who makes the S2000 ultrasound system?,1
The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",Is the S2000 ultrasound system made by Siemens Acuson?,1
The S2000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'S2000', 'Siemens Acuson'})",What company produces the S2000 ultrasound system?,1
"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",What Siemens Acuson probes are compatible with the Siemens Acuson S2000 ultrasound system?,1
"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",Does the Siemens Acuson S2000 system work with the 10V4 probe?,1
"The Siemens Acuson S2000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'systems', 'Siemens Acuson', 'S2000', 'compatibility'})",Is the 9EVF4 transducer supported by the Siemens Acuson S2000 ultrasound system?,1
The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",Who makes the S3000 ultrasound system?,1
The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",Is the S3000 ultrasound system a product of Siemens Acuson?,1
The S3000 ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'S3000', 'systems', 'Siemens Acuson'})",What company manufactures the S3000 ultrasound system?,1
"The Siemens Acuson S3000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'S3000', 'systems', 'Siemens Acuson', 'compatibility'})",What Siemens Acuson probes are compatible with the Siemens Acuson S3000 ultrasound system?,1
"The Siemens Acuson S3000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'S3000', 'systems', 'Siemens Acuson', 'compatibility'})",Does the Siemens Acuson S3000 system work with the 10V4 probe?,1
"The Siemens Acuson S3000 ultrasound system is compatible with the following Siemens Acuson probes: 10V4, 9EVF4.","frozenset({'10V4, 9EVF4', 'S3000', 'systems', 'Siemens Acuson', 'compatibility'})",Is the 9EVF4 probe compatible with the Siemens Acuson S3000 ultrasound system?,1
The Juniper ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'Juniper', 'systems', 'Siemens Acuson'})",Who makes the Juniper ultrasound system?,1
The Juniper ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'Juniper', 'systems', 'Siemens Acuson'})",Is the Juniper ultrasound system a product of Siemens Acuson?,1
The Juniper ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'Juniper', 'systems', 'Siemens Acuson'})",What company manufactures the Juniper ultrasound system?,1
The Siemens Acuson Juniper ultrasound system is compatible with the following Siemens Acuson probes: 12L3.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Juniper', '12L3'})",Which Siemens Acuson probes are compatible with the Siemens Acuson Juniper ultrasound system?,1
The Siemens Acuson Juniper ultrasound system is compatible with the following Siemens Acuson probes: 12L3.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Juniper', '12L3'})",Are all Siemens Acuson probes compatible with the Siemens Acuson Juniper system?,0
The Siemens Acuson Juniper ultrasound system is compatible with the following Siemens Acuson probes: 12L3.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Juniper', '12L3'})",Does the Siemens Acuson Juniper system work with a specific set of probes?,1
The Sequoia ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia', 'manufacturer', 'systems', 'Siemens Acuson'})",Who makes the Sequoia ultrasound system?,1
The Sequoia ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia', 'manufacturer', 'systems', 'Siemens Acuson'})",Is the Sequoia system a product of Siemens Acuson?,1
The Sequoia ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia', 'manufacturer', 'systems', 'Siemens Acuson'})",What company manufactures the Sequoia ultrasound system?,1
The Siemens Acuson Sequoia ultrasound system is compatible with the following Siemens Acuson probes: 15L8W.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia', '15L8W'})",Which Siemens Acuson probes are compatible with the Siemens Acuson Sequoia ultrasound system?,1
The Siemens Acuson Sequoia ultrasound system is compatible with the following Siemens Acuson probes: 15L8W.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia', '15L8W'})",Is the Siemens Acuson 15L8W probe compatible with the Siemens Acuson Sequoia system?,1
The Siemens Acuson Sequoia ultrasound system is compatible with the following Siemens Acuson probes: 15L8W.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia', '15L8W'})",What probes are suitable for use with the Siemens Acuson Sequoia system?,1
The Sequoia 512 ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia 512', 'systems', 'manufacturer', 'Siemens Acuson'})",Who makes the Sequoia 512 ultrasound system?,1
The Sequoia 512 ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia 512', 'systems', 'manufacturer', 'Siemens Acuson'})",Is the Sequoia 512 ultrasound system a product of Siemens Acuson?,1
The Sequoia 512 ultrasound system is made by Siemens Acuson.,"frozenset({'Sequoia 512', 'systems', 'manufacturer', 'Siemens Acuson'})",Does Siemens Acuson manufacture the Sequoia 512 ultrasound system?,1
The Siemens Acuson Sequoia 512 ultrasound system is compatible with the following Siemens Acuson probes: 5C2.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia 512', '5C2'})",What Siemens Acuson probes are compatible with the Siemens Acuson Sequoia 512 ultrasound system?,1
The Siemens Acuson Sequoia 512 ultrasound system is compatible with the following Siemens Acuson probes: 5C2.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia 512', '5C2'})",Which Siemens Acuson probe is compatible with the Siemens Acuson Sequoia 512 system?,1
The Siemens Acuson Sequoia 512 ultrasound system is compatible with the following Siemens Acuson probes: 5C2.,"frozenset({'systems', 'Siemens Acuson', 'compatibility', 'Sequoia 512', '5C2'})",Does the Siemens Acuson Sequoia 512 system support all Siemens Acuson probes?,0
The Cypress Portable ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'Cypress Portable', 'Siemens Acuson'})",Who makes the Cypress Portable ultrasound system?,1
The Cypress Portable ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'Cypress Portable', 'Siemens Acuson'})",Is the Cypress Portable system a product of Siemens Acuson?,1
The Cypress Portable ultrasound system is made by Siemens Acuson.,"frozenset({'manufacturer', 'systems', 'Cypress Portable', 'Siemens Acuson'})",What company manufactures the Cypress Portable ultrasound device?,1
The Siemens Acuson Cypress Portable ultrasound system is compatible with the following Siemens Acuson probes: 7V3c.,"frozenset({'systems', 'Siemens Acuson', '7V3c', 'compatibility', 'Cypress Portable'})",Which Siemens Acuson probes are compatible with the Siemens Acuson Cypress Portable ultrasound system?,1
The Siemens Acuson Cypress Portable ultrasound system is compatible with the following Siemens Acuson probes: 7V3c.,"frozenset({'systems', 'Siemens Acuson', '7V3c', 'compatibility', 'Cypress Portable'})",Is the 7V3c probe compatible with the Siemens Acuson Cypress Portable ultrasound system?,1
The Siemens Acuson Cypress Portable ultrasound system is compatible with the following Siemens Acuson probes: 7V3c.,"frozenset({'systems', 'Siemens Acuson', '7V3c', 'compatibility', 'Cypress Portable'})",What probes work with the Siemens Acuson Cypress Portable ultrasound system?,1
